Sample Name	Protocol REF	Comment[sequencing center]	Parameter Value[sequencing technology]	Parameter Value[library type]	Parameter Value[mean paired end distance]	Unit	Term Source REF	Term Accession Number	Parameter Value[mean read length]	Unit	Term Source REF	Term Accession Number	Comment[Mean Coverage per Sample]	Assay Name	Raw Data File	Comment[Data Repository]	Comment[Data Record Accession]	Comment[Data Record URI]	Comment[location of sequence data on GIAB ftp site]	Factor Value[ancestry]
HG002	Illumina paired end WGS	NIST	Illumina HiSeq 2500 Rapid SBS	WGS paired end PCR-free	564.56	base pair	UO	UO:0000244	2 x 148	base pair	UO	UO:0000244	1-4X (300X total)	HG002_Illumina paired end WGS_replicate 98	SRX847959	NCBI Sequence Read Archive	SRX847959	http://www.ncbi.nlm.nih.gov/sra/SRX847959	ftp://ftp-trace.ncbi.nlm.nih.gov/giab/ftp/data/AshkenazimTrio/HG002_NA24385_son/NIST_HiSeq_HG002_Homogeneity-10953946/HG002_HiSeq300x_fastq/	Ashkenazi Jewish
HG002	Illumina paired end WGS	NIST	Illumina HiSeq 2500 Rapid SBS	WGS paired end PCR-free	564.56	base pair	UO	UO:0000244	2 x 148	base pair	UO	UO:0000244	1-4X (300X total)	HG002_Illumina paired end WGS_replicate 99	SRX847960	NCBI Sequence Read Archive	SRX847960	http://www.ncbi.nlm.nih.gov/sra/SRX847960	ftp://ftp-trace.ncbi.nlm.nih.gov/giab/ftp/data/AshkenazimTrio/HG002_NA24385_son/NIST_HiSeq_HG002_Homogeneity-10953946/HG002_HiSeq300x_fastq/	Ashkenazi Jewish
HG002	Illumina paired end WGS	NIST	Illumina HiSeq 2500 Rapid SBS	WGS paired end PCR-free	564.56	base pair	UO	UO:0000244	2 x 148	base pair	UO	UO:0000244	1-4X (300X total)	HG002_Illumina paired end WGS_replicate 100	SRX847961	NCBI Sequence Read Archive	SRX847961	http://www.ncbi.nlm.nih.gov/sra/SRX847961	ftp://ftp-trace.ncbi.nlm.nih.gov/giab/ftp/data/AshkenazimTrio/HG002_NA24385_son/NIST_HiSeq_HG002_Homogeneity-10953946/HG002_HiSeq300x_fastq/	Ashkenazi Jewish
HG002	Illumina paired end WGS	NIST	Illumina HiSeq 2500 Rapid SBS	WGS paired end PCR-free	564.56	base pair	UO	UO:0000244	2 x 148	base pair	UO	UO:0000244	1-4X (300X total)	HG002_Illumina paired end WGS_replicate 101	SRX847962	NCBI Sequence Read Archive	SRX847962	http://www.ncbi.nlm.nih.gov/sra/SRX847962	ftp://ftp-trace.ncbi.nlm.nih.gov/giab/ftp/data/AshkenazimTrio/HG002_NA24385_son/NIST_HiSeq_HG002_Homogeneity-10953946/HG002_HiSeq300x_fastq/	Ashkenazi Jewish
HG002	Illumina paired end WGS	NIST	Illumina HiSeq 2500 Rapid SBS	WGS paired end PCR-free	564.56	base pair	UO	UO:0000244	2 x 148	base pair	UO	UO:0000244	1-4X (300X total)	HG002_Illumina paired end WGS_replicate 102	SRX847963	NCBI Sequence Read Archive	SRX847963	http://www.ncbi.nlm.nih.gov/sra/SRX847963	ftp://ftp-trace.ncbi.nlm.nih.gov/giab/ftp/data/AshkenazimTrio/HG002_NA24385_son/NIST_HiSeq_HG002_Homogeneity-10953946/HG002_HiSeq300x_fastq/	Ashkenazi Jewish
HG002	Illumina paired end WGS	NIST	Illumina HiSeq 2500 Rapid SBS	WGS paired end PCR-free	564.56	base pair	UO	UO:0000244	2 x 148	base pair	UO	UO:0000244	1-4X (300X total)	HG002_Illumina paired end WGS_replicate 103	SRX847964	NCBI Sequence Read Archive	SRX847964	http://www.ncbi.nlm.nih.gov/sra/SRX847964	ftp://ftp-trace.ncbi.nlm.nih.gov/giab/ftp/data/AshkenazimTrio/HG002_NA24385_son/NIST_HiSeq_HG002_Homogeneity-10953946/HG002_HiSeq300x_fastq/	Ashkenazi Jewish
HG002	Illumina paired end WGS	NIST	Illumina HiSeq 2500 Rapid SBS	WGS paired end PCR-free	564.56	base pair	UO	UO:0000244	2 x 148	base pair	UO	UO:0000244	1-4X (300X total)	HG002_Illumina paired end WGS_replicate 104	SRX847965	NCBI Sequence Read Archive	SRX847965	http://www.ncbi.nlm.nih.gov/sra/SRX847965	ftp://ftp-trace.ncbi.nlm.nih.gov/giab/ftp/data/AshkenazimTrio/HG002_NA24385_son/NIST_HiSeq_HG002_Homogeneity-10953946/HG002_HiSeq300x_fastq/	Ashkenazi Jewish
HG002	Illumina paired end WGS	NIST	Illumina HiSeq 2500 Rapid SBS	WGS paired end PCR-free	564.56	base pair	UO	UO:0000244	2 x 148	base pair	UO	UO:0000244	1-4X (300X total)	HG002_Illumina paired end WGS_replicate 105	SRX847966	NCBI Sequence Read Archive	SRX847966	http://www.ncbi.nlm.nih.gov/sra/SRX847966	ftp://ftp-trace.ncbi.nlm.nih.gov/giab/ftp/data/AshkenazimTrio/HG002_NA24385_son/NIST_HiSeq_HG002_Homogeneity-10953946/HG002_HiSeq300x_fastq/	Ashkenazi Jewish
HG002	Illumina paired end WGS	NIST	Illumina HiSeq 2500 Rapid SBS	WGS paired end PCR-free	564.56	base pair	UO	UO:0000244	2 x 148	base pair	UO	UO:0000244	1-4X (300X total)	HG002_Illumina paired end WGS_replicate 106	SRX847967	NCBI Sequence Read Archive	SRX847967	http://www.ncbi.nlm.nih.gov/sra/SRX847967	ftp://ftp-trace.ncbi.nlm.nih.gov/giab/ftp/data/AshkenazimTrio/HG002_NA24385_son/NIST_HiSeq_HG002_Homogeneity-10953946/HG002_HiSeq300x_fastq/	Ashkenazi Jewish
HG002	Illumina paired end WGS	NIST	Illumina HiSeq 2500 Rapid SBS	WGS paired end PCR-free	564.56	base pair	UO	UO:0000244	2 x 148	base pair	UO	UO:0000244	1-4X (300X total)	HG002_Illumina paired end WGS_replicate 107	SRX847968	NCBI Sequence Read Archive	SRX847968	http://www.ncbi.nlm.nih.gov/sra/SRX847968	ftp://ftp-trace.ncbi.nlm.nih.gov/giab/ftp/data/AshkenazimTrio/HG002_NA24385_son/NIST_HiSeq_HG002_Homogeneity-10953946/HG002_HiSeq300x_fastq/	Ashkenazi Jewish
HG002	Illumina paired end WGS	NIST	Illumina HiSeq 2500 Rapid SBS	WGS paired end PCR-free	564.56	base pair	UO	UO:0000244	2 x 148	base pair	UO	UO:0000244	1-4X (300X total)	HG002_Illumina paired end WGS_replicate 108	SRX847969	NCBI Sequence Read Archive	SRX847969	http://www.ncbi.nlm.nih.gov/sra/SRX847969	ftp://ftp-trace.ncbi.nlm.nih.gov/giab/ftp/data/AshkenazimTrio/HG002_NA24385_son/NIST_HiSeq_HG002_Homogeneity-10953946/HG002_HiSeq300x_fastq/	Ashkenazi Jewish
HG002	Illumina paired end WGS	NIST	Illumina HiSeq 2500 Rapid SBS	WGS paired end PCR-free	564.56	base pair	UO	UO:0000244	2 x 148	base pair	UO	UO:0000244	1-4X (300X total)	HG002_Illumina paired end WGS_replicate 109	SRX847970	NCBI Sequence Read Archive	SRX847970	http://www.ncbi.nlm.nih.gov/sra/SRX847970	ftp://ftp-trace.ncbi.nlm.nih.gov/giab/ftp/data/AshkenazimTrio/HG002_NA24385_son/NIST_HiSeq_HG002_Homogeneity-10953946/HG002_HiSeq300x_fastq/	Ashkenazi Jewish
HG002	Illumina paired end WGS	NIST	Illumina HiSeq 2500 Rapid SBS	WGS paired end PCR-free	564.56	base pair	UO	UO:0000244	2 x 148	base pair	UO	UO:0000244	1-4X (300X total)	HG002_Illumina paired end WGS_replicate 110	SRX847971	NCBI Sequence Read Archive	SRX847971	http://www.ncbi.nlm.nih.gov/sra/SRX847971	ftp://ftp-trace.ncbi.nlm.nih.gov/giab/ftp/data/AshkenazimTrio/HG002_NA24385_son/NIST_HiSeq_HG002_Homogeneity-10953946/HG002_HiSeq300x_fastq/	Ashkenazi Jewish
HG002	Illumina paired end WGS	NIST	Illumina HiSeq 2500 Rapid SBS	WGS paired end PCR-free	564.56	base pair	UO	UO:0000244	2 x 148	base pair	UO	UO:0000244	1-4X (300X total)	HG002_Illumina paired end WGS_replicate 111	SRX847972	NCBI Sequence Read Archive	SRX847972	http://www.ncbi.nlm.nih.gov/sra/SRX847972	ftp://ftp-trace.ncbi.nlm.nih.gov/giab/ftp/data/AshkenazimTrio/HG002_NA24385_son/NIST_HiSeq_HG002_Homogeneity-10953946/HG002_HiSeq300x_fastq/	Ashkenazi Jewish
HG002	Illumina paired end WGS	NIST	Illumina HiSeq 2500 Rapid SBS	WGS paired end PCR-free	564.56	base pair	UO	UO:0000244	2 x 148	base pair	UO	UO:0000244	1-4X (300X total)	HG002_Illumina paired end WGS_replicate 112	SRX847973	NCBI Sequence Read Archive	SRX847973	http://www.ncbi.nlm.nih.gov/sra/SRX847973	ftp://ftp-trace.ncbi.nlm.nih.gov/giab/ftp/data/AshkenazimTrio/HG002_NA24385_son/NIST_HiSeq_HG002_Homogeneity-10953946/HG002_HiSeq300x_fastq/	Ashkenazi Jewish
HG002	Illumina paired end WGS	NIST	Illumina HiSeq 2500 Rapid SBS	WGS paired end PCR-free	564.56	base pair	UO	UO:0000244	2 x 148	base pair	UO	UO:0000244	1-4X (300X total)	HG002_Illumina paired end WGS_replicate 113	SRX847974	NCBI Sequence Read Archive	SRX847974	http://www.ncbi.nlm.nih.gov/sra/SRX847974	ftp://ftp-trace.ncbi.nlm.nih.gov/giab/ftp/data/AshkenazimTrio/HG002_NA24385_son/NIST_HiSeq_HG002_Homogeneity-10953946/HG002_HiSeq300x_fastq/	Ashkenazi Jewish
HG002	Illumina paired end WGS	NIST	Illumina HiSeq 2500 Rapid SBS	WGS paired end PCR-free	564.56	base pair	UO	UO:0000244	2 x 148	base pair	UO	UO:0000244	1-4X (300X total)	HG002_Illumina paired end WGS_replicate 114	SRX847975	NCBI Sequence Read Archive	SRX847975	http://www.ncbi.nlm.nih.gov/sra/SRX847975	ftp://ftp-trace.ncbi.nlm.nih.gov/giab/ftp/data/AshkenazimTrio/HG002_NA24385_son/NIST_HiSeq_HG002_Homogeneity-10953946/HG002_HiSeq300x_fastq/	Ashkenazi Jewish
HG002	Illumina paired end WGS	NIST	Illumina HiSeq 2500 Rapid SBS	WGS paired end PCR-free	564.56	base pair	UO	UO:0000244	2 x 148	base pair	UO	UO:0000244	1-4X (300X total)	HG002_Illumina paired end WGS_replicate 115	SRX847976	NCBI Sequence Read Archive	SRX847976	http://www.ncbi.nlm.nih.gov/sra/SRX847976	ftp://ftp-trace.ncbi.nlm.nih.gov/giab/ftp/data/AshkenazimTrio/HG002_NA24385_son/NIST_HiSeq_HG002_Homogeneity-10953946/HG002_HiSeq300x_fastq/	Ashkenazi Jewish
HG002	Illumina paired end WGS	NIST	Illumina HiSeq 2500 Rapid SBS	WGS paired end PCR-free	564.56	base pair	UO	UO:0000244	2 x 148	base pair	UO	UO:0000244	1-4X (300X total)	HG002_Illumina paired end WGS_replicate 116	SRX847977	NCBI Sequence Read Archive	SRX847977	http://www.ncbi.nlm.nih.gov/sra/SRX847977	ftp://ftp-trace.ncbi.nlm.nih.gov/giab/ftp/data/AshkenazimTrio/HG002_NA24385_son/NIST_HiSeq_HG002_Homogeneity-10953946/HG002_HiSeq300x_fastq/	Ashkenazi Jewish
HG002	Illumina paired end WGS	NIST	Illumina HiSeq 2500 Rapid SBS	WGS paired end PCR-free	564.56	base pair	UO	UO:0000244	2 x 148	base pair	UO	UO:0000244	1-4X (300X total)	HG002_Illumina paired end WGS_replicate 117	SRX847978	NCBI Sequence Read Archive	SRX847978	http://www.ncbi.nlm.nih.gov/sra/SRX847978	ftp://ftp-trace.ncbi.nlm.nih.gov/giab/ftp/data/AshkenazimTrio/HG002_NA24385_son/NIST_HiSeq_HG002_Homogeneity-10953946/HG002_HiSeq300x_fastq/	Ashkenazi Jewish
HG002	Illumina paired end WGS	NIST	Illumina HiSeq 2500 Rapid SBS	WGS paired end PCR-free	564.56	base pair	UO	UO:0000244	2 x 148	base pair	UO	UO:0000244	1-4X (300X total)	HG002_Illumina paired end WGS_replicate 118	SRX847979	NCBI Sequence Read Archive	SRX847979	http://www.ncbi.nlm.nih.gov/sra/SRX847979	ftp://ftp-trace.ncbi.nlm.nih.gov/giab/ftp/data/AshkenazimTrio/HG002_NA24385_son/NIST_HiSeq_HG002_Homogeneity-10953946/HG002_HiSeq300x_fastq/	Ashkenazi Jewish
HG002	Illumina paired end WGS	NIST	Illumina HiSeq 2500 Rapid SBS	WGS paired end PCR-free	564.56	base pair	UO	UO:0000244	2 x 148	base pair	UO	UO:0000244	1-4X (300X total)	HG002_Illumina paired end WGS_replicate 119	SRX847980	NCBI Sequence Read Archive	SRX847980	http://www.ncbi.nlm.nih.gov/sra/SRX847980	ftp://ftp-trace.ncbi.nlm.nih.gov/giab/ftp/data/AshkenazimTrio/HG002_NA24385_son/NIST_HiSeq_HG002_Homogeneity-10953946/HG002_HiSeq300x_fastq/	Ashkenazi Jewish
HG002	Illumina paired end WGS	NIST	Illumina HiSeq 2500 Rapid SBS	WGS paired end PCR-free	564.56	base pair	UO	UO:0000244	2 x 148	base pair	UO	UO:0000244	1-4X (300X total)	HG002_Illumina paired end WGS_replicate 120	SRX847981	NCBI Sequence Read Archive	SRX847981	http://www.ncbi.nlm.nih.gov/sra/SRX847981	ftp://ftp-trace.ncbi.nlm.nih.gov/giab/ftp/data/AshkenazimTrio/HG002_NA24385_son/NIST_HiSeq_HG002_Homogeneity-10953946/HG002_HiSeq300x_fastq/	Ashkenazi Jewish
HG002	Illumina paired end WGS	NIST	Illumina HiSeq 2500 Rapid SBS	WGS paired end PCR-free	564.56	base pair	UO	UO:0000244	2 x 148	base pair	UO	UO:0000244	1-4X (300X total)	HG002_Illumina paired end WGS_replicate 121	SRX847982	NCBI Sequence Read Archive	SRX847982	http://www.ncbi.nlm.nih.gov/sra/SRX847982	ftp://ftp-trace.ncbi.nlm.nih.gov/giab/ftp/data/AshkenazimTrio/HG002_NA24385_son/NIST_HiSeq_HG002_Homogeneity-10953946/HG002_HiSeq300x_fastq/	Ashkenazi Jewish
HG002	Illumina paired end WGS	NIST	Illumina HiSeq 2500 Rapid SBS	WGS paired end PCR-free	564.56	base pair	UO	UO:0000244	2 x 148	base pair	UO	UO:0000244	1-4X (300X total)	HG002_Illumina paired end WGS_replicate 122	SRX847983	NCBI Sequence Read Archive	SRX847983	http://www.ncbi.nlm.nih.gov/sra/SRX847983	ftp://ftp-trace.ncbi.nlm.nih.gov/giab/ftp/data/AshkenazimTrio/HG002_NA24385_son/NIST_HiSeq_HG002_Homogeneity-10953946/HG002_HiSeq300x_fastq/	Ashkenazi Jewish
HG002	Illumina paired end WGS	NIST	Illumina HiSeq 2500 Rapid SBS	WGS paired end PCR-free	564.56	base pair	UO	UO:0000244	2 x 148	base pair	UO	UO:0000244	1-4X (300X total)	HG002_Illumina paired end WGS_replicate 123	SRX847984	NCBI Sequence Read Archive	SRX847984	http://www.ncbi.nlm.nih.gov/sra/SRX847984	ftp://ftp-trace.ncbi.nlm.nih.gov/giab/ftp/data/AshkenazimTrio/HG002_NA24385_son/NIST_HiSeq_HG002_Homogeneity-10953946/HG002_HiSeq300x_fastq/	Ashkenazi Jewish
HG002	Illumina paired end WGS	NIST	Illumina HiSeq 2500 Rapid SBS	WGS paired end PCR-free	564.56	base pair	UO	UO:0000244	2 x 148	base pair	UO	UO:0000244	1-4X (300X total)	HG002_Illumina paired end WGS_replicate 124	SRX847985	NCBI Sequence Read Archive	SRX847985	http://www.ncbi.nlm.nih.gov/sra/SRX847985	ftp://ftp-trace.ncbi.nlm.nih.gov/giab/ftp/data/AshkenazimTrio/HG002_NA24385_son/NIST_HiSeq_HG002_Homogeneity-10953946/HG002_HiSeq300x_fastq/	Ashkenazi Jewish
HG002	Illumina paired end WGS	NIST	Illumina HiSeq 2500 Rapid SBS	WGS paired end PCR-free	564.56	base pair	UO	UO:0000244	2 x 148	base pair	UO	UO:0000244	1-4X (300X total)	HG002_Illumina paired end WGS_replicate 125	SRX847986	NCBI Sequence Read Archive	SRX847986	http://www.ncbi.nlm.nih.gov/sra/SRX847986	ftp://ftp-trace.ncbi.nlm.nih.gov/giab/ftp/data/AshkenazimTrio/HG002_NA24385_son/NIST_HiSeq_HG002_Homogeneity-10953946/HG002_HiSeq300x_fastq/	Ashkenazi Jewish
HG002	Illumina paired end WGS	NIST	Illumina HiSeq 2500 Rapid SBS	WGS paired end PCR-free	564.56	base pair	UO	UO:0000244	2 x 148	base pair	UO	UO:0000244	1-4X (300X total)	HG002_Illumina paired end WGS_replicate 126	SRX847987	NCBI Sequence Read Archive	SRX847987	http://www.ncbi.nlm.nih.gov/sra/SRX847987	ftp://ftp-trace.ncbi.nlm.nih.gov/giab/ftp/data/AshkenazimTrio/HG002_NA24385_son/NIST_HiSeq_HG002_Homogeneity-10953946/HG002_HiSeq300x_fastq/	Ashkenazi Jewish
HG002	Illumina paired end WGS	NIST	Illumina HiSeq 2500 Rapid SBS	WGS paired end PCR-free	564.56	base pair	UO	UO:0000244	2 x 148	base pair	UO	UO:0000244	1-4X (300X total)	HG002_Illumina paired end WGS_replicate 127	SRX847988	NCBI Sequence Read Archive	SRX847988	http://www.ncbi.nlm.nih.gov/sra/SRX847988	ftp://ftp-trace.ncbi.nlm.nih.gov/giab/ftp/data/AshkenazimTrio/HG002_NA24385_son/NIST_HiSeq_HG002_Homogeneity-10953946/HG002_HiSeq300x_fastq/	Ashkenazi Jewish
HG002	Illumina paired end WGS	NIST	Illumina HiSeq 2500 Rapid SBS	WGS paired end PCR-free	564.56	base pair	UO	UO:0000244	2 x 148	base pair	UO	UO:0000244	1-4X (300X total)	HG002_Illumina paired end WGS_replicate 128	SRX847989	NCBI Sequence Read Archive	SRX847989	http://www.ncbi.nlm.nih.gov/sra/SRX847989	ftp://ftp-trace.ncbi.nlm.nih.gov/giab/ftp/data/AshkenazimTrio/HG002_NA24385_son/NIST_HiSeq_HG002_Homogeneity-10953946/HG002_HiSeq300x_fastq/	Ashkenazi Jewish
HG002	Illumina paired end WGS	NIST	Illumina HiSeq 2500 Rapid SBS	WGS paired end PCR-free	564.56	base pair	UO	UO:0000244	2 x 148	base pair	UO	UO:0000244	1-4X (300X total)	HG002_Illumina paired end WGS_replicate 129	SRX847990	NCBI Sequence Read Archive	SRX847990	http://www.ncbi.nlm.nih.gov/sra/SRX847990	ftp://ftp-trace.ncbi.nlm.nih.gov/giab/ftp/data/AshkenazimTrio/HG002_NA24385_son/NIST_HiSeq_HG002_Homogeneity-10953946/HG002_HiSeq300x_fastq/	Ashkenazi Jewish
HG002	Illumina paired end WGS	NIST	Illumina HiSeq 2500 Rapid SBS	WGS paired end PCR-free	564.56	base pair	UO	UO:0000244	2 x 148	base pair	UO	UO:0000244	1-4X (300X total)	HG002_Illumina paired end WGS_replicate 130	SRX847991	NCBI Sequence Read Archive	SRX847991	http://www.ncbi.nlm.nih.gov/sra/SRX847991	ftp://ftp-trace.ncbi.nlm.nih.gov/giab/ftp/data/AshkenazimTrio/HG002_NA24385_son/NIST_HiSeq_HG002_Homogeneity-10953946/HG002_HiSeq300x_fastq/	Ashkenazi Jewish
HG002	Illumina paired end WGS	NIST	Illumina HiSeq 2500 Rapid SBS	WGS paired end PCR-free	564.56	base pair	UO	UO:0000244	2 x 148	base pair	UO	UO:0000244	1-4X (300X total)	HG002_Illumina paired end WGS_replicate 131	SRX847992	NCBI Sequence Read Archive	SRX847992	http://www.ncbi.nlm.nih.gov/sra/SRX847992	ftp://ftp-trace.ncbi.nlm.nih.gov/giab/ftp/data/AshkenazimTrio/HG002_NA24385_son/NIST_HiSeq_HG002_Homogeneity-10953946/HG002_HiSeq300x_fastq/	Ashkenazi Jewish
HG002	Illumina paired end WGS	NIST	Illumina HiSeq 2500 Rapid SBS	WGS paired end PCR-free	564.56	base pair	UO	UO:0000244	2 x 148	base pair	UO	UO:0000244	1-4X (300X total)	HG002_Illumina paired end WGS_replicate 132	SRX847993	NCBI Sequence Read Archive	SRX847993	http://www.ncbi.nlm.nih.gov/sra/SRX847993	ftp://ftp-trace.ncbi.nlm.nih.gov/giab/ftp/data/AshkenazimTrio/HG002_NA24385_son/NIST_HiSeq_HG002_Homogeneity-10953946/HG002_HiSeq300x_fastq/	Ashkenazi Jewish
HG002	Illumina paired end WGS	NIST	Illumina HiSeq 2500 Rapid SBS	WGS paired end PCR-free	564.56	base pair	UO	UO:0000244	2 x 148	base pair	UO	UO:0000244	1-4X (300X total)	HG002_Illumina paired end WGS_replicate 133	SRX847994	NCBI Sequence Read Archive	SRX847994	http://www.ncbi.nlm.nih.gov/sra/SRX847994	ftp://ftp-trace.ncbi.nlm.nih.gov/giab/ftp/data/AshkenazimTrio/HG002_NA24385_son/NIST_HiSeq_HG002_Homogeneity-10953946/HG002_HiSeq300x_fastq/	Ashkenazi Jewish
HG002	Illumina paired end WGS	NIST	Illumina HiSeq 2500 Rapid SBS	WGS paired end PCR-free	564.56	base pair	UO	UO:0000244	2 x 148	base pair	UO	UO:0000244	1-4X (300X total)	HG002_Illumina paired end WGS_replicate 134	SRX847995	NCBI Sequence Read Archive	SRX847995	http://www.ncbi.nlm.nih.gov/sra/SRX847995	ftp://ftp-trace.ncbi.nlm.nih.gov/giab/ftp/data/AshkenazimTrio/HG002_NA24385_son/NIST_HiSeq_HG002_Homogeneity-10953946/HG002_HiSeq300x_fastq/	Ashkenazi Jewish
HG002	Illumina paired end WGS	NIST	Illumina HiSeq 2500 Rapid SBS	WGS paired end PCR-free	564.56	base pair	UO	UO:0000244	2 x 148	base pair	UO	UO:0000244	1-4X (300X total)	HG002_Illumina paired end WGS_replicate 135	SRX847996	NCBI Sequence Read Archive	SRX847996	http://www.ncbi.nlm.nih.gov/sra/SRX847996	ftp://ftp-trace.ncbi.nlm.nih.gov/giab/ftp/data/AshkenazimTrio/HG002_NA24385_son/NIST_HiSeq_HG002_Homogeneity-10953946/HG002_HiSeq300x_fastq/	Ashkenazi Jewish
HG002	Illumina paired end WGS	NIST	Illumina HiSeq 2500 Rapid SBS	WGS paired end PCR-free	564.56	base pair	UO	UO:0000244	2 x 148	base pair	UO	UO:0000244	1-4X (300X total)	HG002_Illumina paired end WGS_replicate 136	SRX847997	NCBI Sequence Read Archive	SRX847997	http://www.ncbi.nlm.nih.gov/sra/SRX847997	ftp://ftp-trace.ncbi.nlm.nih.gov/giab/ftp/data/AshkenazimTrio/HG002_NA24385_son/NIST_HiSeq_HG002_Homogeneity-10953946/HG002_HiSeq300x_fastq/	Ashkenazi Jewish
HG002	Illumina paired end WGS	NIST	Illumina HiSeq 2500 Rapid SBS	WGS paired end PCR-free	564.56	base pair	UO	UO:0000244	2 x 148	base pair	UO	UO:0000244	1-4X (300X total)	HG002_Illumina paired end WGS_replicate 137	SRX847998	NCBI Sequence Read Archive	SRX847998	http://www.ncbi.nlm.nih.gov/sra/SRX847998	ftp://ftp-trace.ncbi.nlm.nih.gov/giab/ftp/data/AshkenazimTrio/HG002_NA24385_son/NIST_HiSeq_HG002_Homogeneity-10953946/HG002_HiSeq300x_fastq/	Ashkenazi Jewish
HG002	Illumina paired end WGS	NIST	Illumina HiSeq 2500 Rapid SBS	WGS paired end PCR-free	564.56	base pair	UO	UO:0000244	2 x 148	base pair	UO	UO:0000244	1-4X (300X total)	HG002_Illumina paired end WGS_replicate 138	SRX847999	NCBI Sequence Read Archive	SRX847999	http://www.ncbi.nlm.nih.gov/sra/SRX847999	ftp://ftp-trace.ncbi.nlm.nih.gov/giab/ftp/data/AshkenazimTrio/HG002_NA24385_son/NIST_HiSeq_HG002_Homogeneity-10953946/HG002_HiSeq300x_fastq/	Ashkenazi Jewish
HG002	Illumina paired end WGS	NIST	Illumina HiSeq 2500 Rapid SBS	WGS paired end PCR-free	564.56	base pair	UO	UO:0000244	2 x 148	base pair	UO	UO:0000244	1-4X (300X total)	HG002_Illumina paired end WGS_replicate 139	SRX848000	NCBI Sequence Read Archive	SRX848000	http://www.ncbi.nlm.nih.gov/sra/SRX848000	ftp://ftp-trace.ncbi.nlm.nih.gov/giab/ftp/data/AshkenazimTrio/HG002_NA24385_son/NIST_HiSeq_HG002_Homogeneity-10953946/HG002_HiSeq300x_fastq/	Ashkenazi Jewish
HG002	Illumina paired end WGS	NIST	Illumina HiSeq 2500 Rapid SBS	WGS paired end PCR-free	564.56	base pair	UO	UO:0000244	2 x 148	base pair	UO	UO:0000244	1-4X (300X total)	HG002_Illumina paired end WGS_replicate 140	SRX848001	NCBI Sequence Read Archive	SRX848001	http://www.ncbi.nlm.nih.gov/sra/SRX848001	ftp://ftp-trace.ncbi.nlm.nih.gov/giab/ftp/data/AshkenazimTrio/HG002_NA24385_son/NIST_HiSeq_HG002_Homogeneity-10953946/HG002_HiSeq300x_fastq/	Ashkenazi Jewish
HG002	Illumina paired end WGS	NIST	Illumina HiSeq 2500 Rapid SBS	WGS paired end PCR-free	564.56	base pair	UO	UO:0000244	2 x 148	base pair	UO	UO:0000244	1-4X (300X total)	HG002_Illumina paired end WGS_replicate 141	SRX848002	NCBI Sequence Read Archive	SRX848002	http://www.ncbi.nlm.nih.gov/sra/SRX848002	ftp://ftp-trace.ncbi.nlm.nih.gov/giab/ftp/data/AshkenazimTrio/HG002_NA24385_son/NIST_HiSeq_HG002_Homogeneity-10953946/HG002_HiSeq300x_fastq/	Ashkenazi Jewish
HG002	Illumina paired end WGS	NIST	Illumina HiSeq 2500 Rapid SBS	WGS paired end PCR-free	564.56	base pair	UO	UO:0000244	2 x 148	base pair	UO	UO:0000244	1-4X (300X total)	HG002_Illumina paired end WGS_replicate 142	SRX848003	NCBI Sequence Read Archive	SRX848003	http://www.ncbi.nlm.nih.gov/sra/SRX848003	ftp://ftp-trace.ncbi.nlm.nih.gov/giab/ftp/data/AshkenazimTrio/HG002_NA24385_son/NIST_HiSeq_HG002_Homogeneity-10953946/HG002_HiSeq300x_fastq/	Ashkenazi Jewish
HG002	Illumina paired end WGS	NIST	Illumina HiSeq 2500 Rapid SBS	WGS paired end PCR-free	564.56	base pair	UO	UO:0000244	2 x 148	base pair	UO	UO:0000244	1-4X (300X total)	HG002_Illumina paired end WGS_replicate 143	SRX848004	NCBI Sequence Read Archive	SRX848004	http://www.ncbi.nlm.nih.gov/sra/SRX848004	ftp://ftp-trace.ncbi.nlm.nih.gov/giab/ftp/data/AshkenazimTrio/HG002_NA24385_son/NIST_HiSeq_HG002_Homogeneity-10953946/HG002_HiSeq300x_fastq/	Ashkenazi Jewish
HG002	Illumina paired end WGS	NIST	Illumina HiSeq 2500 Rapid SBS	WGS paired end PCR-free	564.56	base pair	UO	UO:0000244	2 x 148	base pair	UO	UO:0000244	1-4X (300X total)	HG002_Illumina paired end WGS_replicate 144	SRX848005	NCBI Sequence Read Archive	SRX848005	http://www.ncbi.nlm.nih.gov/sra/SRX848005	ftp://ftp-trace.ncbi.nlm.nih.gov/giab/ftp/data/AshkenazimTrio/HG002_NA24385_son/NIST_HiSeq_HG002_Homogeneity-10953946/HG002_HiSeq300x_fastq/	Ashkenazi Jewish
HG003	Illumina paired end WGS	NIST	Illumina HiSeq 2500 Rapid SBS	WGS paired end PCR-free	564.56	base pair	UO	UO:0000244	2 x 148	base pair	UO	UO:0000244	1-4X (300X total)	HG003_Illumina paired end WGS_replicate 1	SRX848006	NCBI Sequence Read Archive	SRX848006	http://www.ncbi.nlm.nih.gov/sra/SRX848006	ftp://ftp-trace.ncbi.nlm.nih.gov/giab/ftp/data/AshkenazimTrio/HG003_NA24149_father/NIST_HiSeq_HG003_Homogeneity-12389378/HG003_HiSeq300x_fastq/	Ashkenazi Jewish
